Instruments,Entry Timestamp,Entry Price,Exit Timestamp,Exit Price,Quantity,Lot Size,PnL per Lot,Cost per Lot,Net PnL per Lot,Exit Reason,Nearest Expiry Date,Days to Expiry,Expiry Day Flag,Month,Hold Time
"22150CE, 22150PE",2024-03-27 13:36:00,140.64249999999998,2024-03-27 14:33:00,133.219,2,75,556.7624999999992,21.096375000000002,535.6661249999993,RSI Oversold,28MAR24,1,False,3,57.0
"22250CE, 22250PE",2024-03-28 09:45:00,104.8885,2024-03-28 09:49:00,127.664,2,75,-1708.1625000000001,15.733275,-1723.895775,Stop Loss Hit,28MAR24,0,True,3,4.0
"22300CE, 22300PE",2024-03-28 09:50:00,116.7055,2024-03-28 10:29:00,98.273,2,75,1382.4374999999998,17.505825,1364.9316749999998,RSI Oversold,28MAR24,0,True,3,39.0
"22350CE, 22350PE",2024-03-28 10:38:00,110.7465,2024-03-28 10:54:00,99.182,2,75,867.3375000000001,16.611975,850.7255250000001,RSI Oversold,28MAR24,0,True,3,16.0
"22400CE, 22400PE",2024-03-28 12:37:00,116.756,2024-03-28 12:39:00,93.223,2,75,1764.9750000000004,17.5134,1747.4616,Profit Target Hit,28MAR24,0,True,3,2.0
"22450CE, 22450PE",2024-03-28 14:15:00,79.0325,2024-03-28 14:20:00,94.2835,2,75,-1143.8249999999996,11.854875000000002,-1155.6798749999996,Stop Loss Hit,28MAR24,0,True,3,5.0
"22450CE, 22450PE",2024-04-01 13:31:00,226.5935,2024-04-01 14:20:00,226.442,2,75,11.362500000000978,33.98902500000001,-22.626524999998992,RSI Oversold,04APR24,3,False,4,49.0
"22500CE, 22500PE",2024-04-02 09:34:00,214.524,2024-04-02 09:47:00,207.8075,2,75,503.73750000000086,32.1786,471.5589000000009,RSI Oversold,04APR24,2,False,4,13.0
"22450CE, 22450PE",2024-04-02 14:55:00,174.3765,2024-04-02 15:21:00,173.3665,2,75,75.74999999999933,26.156475,49.593524999999346,EOD,04APR24,2,False,4,26.0
"22400CE, 22400PE",2024-04-03 10:04:00,160.5395,2024-04-03 10:38:00,147.0055,2,75,1015.0499999999993,24.080925000000004,990.9690749999991,RSI Oversold,04APR24,1,False,4,34.0
"22450CE, 22450PE",2024-04-03 12:12:00,136.148,2024-04-03 12:47:00,154.025,2,75,-1340.7750000000008,20.422199999999997,-1361.197200000001,Stop Loss Hit,04APR24,1,False,4,35.0
"22500CE, 22500PE",2024-04-03 12:52:00,147.864,2024-04-03 13:05:00,136.29949999999997,2,75,867.3375000000021,22.1796,845.1579000000021,RSI Oversold,04APR24,1,False,4,13.0
"22400CE, 22400PE",2024-04-04 11:15:00,114.13,2024-04-04 11:33:00,94.536,2,75,1469.5499999999997,17.1195,1452.4304999999995,RSI Oversold,04APR24,0,True,4,18.0
"22400CE, 22400PE",2024-04-04 11:50:00,103.727,2024-04-04 12:03:00,97.01050000000001,2,75,503.7374999999992,15.55905,488.17844999999915,RSI Oversold,04APR24,0,True,4,13.0
